source_ip,window_start,pseudo_label,pseudo_reason,true_label,prediction,anomaly_score,is_anomaly
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,-1,0.16347620727405915,True
held_out_normal,,0,held_out_low_activity,1,-1,0.13648507012957262,True
held_out_normal,,0,held_out_low_activity,1,-1,0.1048622309895762,True
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,-1,0.08843489463375659,True
held_out_normal,,0,held_out_low_activity,1,-1,0.03803459971530937,True
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,-1,0.11306125107192871,True
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,-1,0.030840132361692085,True
held_out_normal,,0,held_out_low_activity,1,1,-0.11657339090634222,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,1,-0.10107430348373708,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,-1,0.1236844799588,True
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.03225998729240098,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,1,-0.0717446230821826,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.11657339090634222,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,-1,0.13271233744854355,True
held_out_normal,,0,held_out_low_activity,1,1,-0.09378362610167074,False
held_out_normal,,0,held_out_low_activity,1,1,-0.11657339090634222,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,1,-0.11657339090634222,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,1,-0.11657339090634222,False
held_out_normal,,0,held_out_low_activity,1,1,-0.11657339090634222,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.007641804647394668,False
held_out_normal,,0,held_out_low_activity,1,1,-0.13352650424208368,False
held_out_normal,,0,held_out_low_activity,1,-1,0.15740714254885751,True
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.09378362610167074,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.04370389363960281,False
held_out_normal,,0,held_out_low_activity,1,1,-0.09378362610167074,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,-1,0.06259095599158576,True
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.13352650424208368,False
held_out_normal,,0,held_out_low_activity,1,1,-0.0371783661657859,False
held_out_normal,,0,held_out_low_activity,1,1,-0.11657339090634222,False
held_out_normal,,0,held_out_low_activity,1,1,-0.13352650424208368,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,1,-0.11657339090634222,False
held_out_normal,,0,held_out_low_activity,1,1,-0.11657339090634222,False
held_out_normal,,0,held_out_low_activity,1,1,-0.10107430348373708,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,-1,0.10471392436745258,True
held_out_normal,,0,held_out_low_activity,1,-1,0.0899631271737435,True
held_out_normal,,0,held_out_low_activity,1,-1,0.007183973045430392,True
held_out_normal,,0,held_out_low_activity,1,1,-0.02662613851452017,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,-1,0.05164175279201749,True
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,-1,0.17835304637802202,True
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.13352650424208368,False
held_out_normal,,0,held_out_low_activity,1,1,-0.02662613851452017,False
held_out_normal,,0,held_out_low_activity,1,1,-0.11657339090634222,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,1,-0.0717446230821826,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.13352650424208368,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.13352650424208368,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.038153361365098726,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,-1,0.16854383600051576,True
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.11657339090634222,False
held_out_normal,,0,held_out_low_activity,1,1,-0.02662613851452017,False
held_out_normal,,0,held_out_low_activity,1,-1,0.11601919388108389,True
held_out_normal,,0,held_out_low_activity,1,-1,0.03631774412685679,True
held_out_normal,,0,held_out_low_activity,1,1,-0.13352650424208368,False
held_out_normal,,0,held_out_low_activity,1,1,-0.09516467087421226,False
held_out_normal,,0,held_out_low_activity,1,1,-0.13352650424208368,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.11657339090634222,False
held_out_normal,,0,held_out_low_activity,1,1,-0.10107430348373708,False
held_out_normal,,0,held_out_low_activity,1,1,-0.0717446230821826,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.061459656321299905,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.06875697416643095,False
held_out_normal,,0,held_out_low_activity,1,1,-0.15930383463317388,False
